utterance_id,speaker_id,utterance,gender
07909f6d46,1db0f,අන්තර්ජාල වෙබ් අඩවි සඳහා පනවා තිබෙන,f
0790cd0e8f,202fc,මේ තුන් ලෝකය තුළ තවත් නොමැත,m
0790fc5bb1,05d76,සාකච්ඡා කරලා ආයතන විනයක්,f
079133b5ca,6a26f,ස්නෝඩන් සිද්ධියට කෙළින්ම අත නොපෙවීමේ,f
079248cd20,8af08,ඔය මෝහනයෙන්,m
0792da61c6,a4315,චතුරාර්ය සත්‍ය අවබෝධ කරන එක,f
07930af6cf,ac562,ඉතින් මොහු භික්ෂූන් වහන්සේලා වෙත ගිහින් පැවිදි වුනා,m
07933751fb,9125c,බිත්තර ලැබෙන නිසා,f
0794242cc7,be341,පොත්පත් සඟරාවල නම් වශයෙන්,m
07946df9b0,95423,කුසල් ඉපදවීමයි,f
079475e66f,67c8b,පාර්ශවය ගැන වැඩි සැලකිල්ලක් දක්වති,f
079485229c,6e111,ඉතින් කැප්ටන් ෆ්ලින්ට් පරිවාර නැවක් සොයනවා,m
0794a40140,f3efc,දහම් දෙසා,f
0794ff711f,3a976,අපි හොඳටම දන්නවා,m
07957c13a8,c26e2,ඒත් නැසෙන සුලු කියල ගත්තොත් නම්,f
07961a241f,e3ad7,ඉඩ ලැබෙන විදියට කලා කටයුතුවලටත් දායක වෙනවා,f
0796d08c64,8c558,කුහුඹුවෙකු වී නොපෙනී ගියේ ය,f
0797139b80,96564,කලක් යන විට,m
0797aaa3dc,babec,බුදුරජාණන් වහන්සේ පහළ වූ,m
07986ac62e,023c3,නීතිමය අවසරය දුන් ඉස්ලාමීය නොවන රටවල්,f
07986af508,89f4f,ඒවා අප කැමැති කැමැති ආකාරයට,f
079934273a,c1691,එක පාරක් රේගන් ඉන්දියාවෙ ටුවර් එකක් ඇවිත්,m
079a246a79,9094b,මරලා දාල කියලා තේරුම් ගත්තු,f
079a90ee68,d1c44,එක දෙයක් පිළිගන්න ඕන,f
079ab00426,5d099,එක් ස්ථානයකදී වසරකට,m
079ab85b7c,98088,අනිත් නළුවෝ හුඟ දෙනෙක්,f
079b362582,72f9d,බැරිවෙලාවත් වකුගඩු නරක් වුණොත්,m
079b3648d5,ba1f0,බුද්ධ චීවරය දරන්න නම්,f
079b7d68e9,190e9,ඔබලා ආනන්දයන් උනන්දු කළයුතු නැහැ,f
079c606672,b3777,ශිරාණි බණ්ඩාරනායක මැතිනිය සම්බන්ධයෙන්,m
079c63835b,b3a0c,මගේ බිරිඳ ද පුතා ද,f
079dc3ea32,08a49,ධර්ම අවබෝධය ලැබිය හැකි ය,f
079dd0c69d,d6c85,එංගලන්තයේ ළමා කටයුතු භාර කොමසාරිස්,m
079df47150,7b561,ඒ උතුම් ධර්මයේ අර්ථ වැටහුනේ නැහැ,f
079ea1be4a,a6a62,ඒ ගැන ගොබ්බ කතා කියන්න තරම්,m
079ec439df,e8ec1,එහෙම බස් එකක්,m
079f55d7db,09bf2,තමන්ගේ පාඩුවේ ජීවත් වෙන්න,f
079fe2372f,880bc,සාර්ථකයි කියන්න අමාරැයි,m
079ffed9e1,466d8,මට ආදරේ කරන රසික පිරිසකුත්,f
07a01ea6cd,91403,එම කමිටුව එදා තීරණය කළා,m
07a0423ee6,fefdf,අට්ටාලයක් ගහලා ඒකේ,f
07a06e537a,be341,ගෙන ගියේ නැත,m
07a0da235e,ed4c3,මෙම පර්යේෂණය කළ පරිගණක ආරක්ශාව පිළිඹදව විශේෂඥයෙක්,f
07a1a3bf76,2f415,සියයට සියයක් සහල් යෙදීම,f
07a1b298ca,e3235,එම ගුණ ප්‍රකාශ කළේ ආදර්ශයෙනි,m
07a20fa79b,bba51,බෙල්ජියම හා නෙදර්ලන්ත දේශසීමාවේ අවන් හලකි,m
07a26828cd,7f4b1,ඔයාලා මෙ කොටස බලලම දැන ගන්න,f
07a33e73f1,ddb8f,සැටි සොයා බැලීමකි,f
07a3e1423c,501f8,වලපනේ පදිංචිකාරයකු වන අතර,f
07a40c0f67,3bfb3,රෙදි ටික වැනුවෙ,f
07a49a45d6,7599b,සබ් තුනෙන් එකක්වත්,m
07a50aa13f,e5fb8,වඩා සංකීර්ණ කටයුත්තකි,m
07a562856b,dc5ef,මම එය හැර නොයමි,f
07a5a216d5,c1715,විශ්වවිද්‍යාල මහාචාර්යවරයකුට මුල් නමින් කථාකරන්න පුළුවන්,m
07a5f34d31,b1a64,අඩවි රජා නෙමෙයි,f
07a67b3bbf,237d4,අපේ තේ අපනයන කරන රට වලින් ප්‍රධාන එකක්,f
07a688445e,44978,ධ්‍රැවයන් හි අයිස්,m
07a70a502e,cf582,හිතුවා ආයෙ කවදාවත්,m
07a727a4d6,55c20,සෙරෙප්පු දෙක කකුලෙන් ගැලවිලා,m
07a77b20e0,4b5d0,වෙළද කටයුතු කරන්න ගෙහෙන්,m
07a78e1aac,ed4c3,යුරෝපේ රටක තියෙන පාරක් වගේ,f
07a7ffc2b2,cf582,උපමාවක් විදියට කතාවේ පොඩි පැටලවිලි කීපයක්ම තියෙනවා,m
07a81b8149,95997,ගේට්ටුවේ සිටින ආරක්ෂක භටයාට,f
07a848c574,f2348,බොහොම ස්තූතියි තිලංක සහෝ,m
07a8a9c8bd,4b215,මුදල් සහ ආහාර වලට,f
07a8f62075,b3a0c,උත්සුක වූ අතර,f
07a8f65497,09bf2,ප්‍රසිද්ධියේ ආරාධනා කරනවා,f
07a92b9442,746ff,නිල ලාංඡුනය,f
07a9395b48,dd43a,ඉතිං ඒ වැඩේ සාර්ථක වෙයිද,m
07a96d4d86,c28da,නිල අවුසද කටු,m
07a98501b2,bced5,ඇමරිකා එක්සත් ජනපදයේ මිනසෝටා විශ්වවිද්‍යාලයේ මේ සම්බන්ධයෙන් පර්යේෂණ විශාල ප්‍රමාණයක් සිදුකර ඇත,m
07a9a87a0d,c28da,රජයේ නිලධාරීහු රැසක්,m
07aa1b4ba8,7599b,කළගුණ සැලකීමේ පරමාදර්ශය ක්‍රියාවට,m
07aa515778,7ba10,වැඩි පික්සල් ප්‍රමාණයක් අඩංගු වන්නේ,m
07aa77cd68,cc837,ගෑණු අයත් එක්ක ඉන්නවට වැඩිය,f
07aa866b89,0b586,ආතල් ගන්න ගියාම,f
07aadbf1d5,0e353,ඒක එක දවසින් පැයෙන් දෙකෙන්,m
07aafc3b8f,d78dd,ටයිප් කරන ඒවා කරන්න පුළුවන් වෙයි,m
07ab58ac06,80862,උපයෝගි කරගන්නේ,m
07abc45253,227d7,මැදිරිගිරිය වටදා ගෙයට වඩා,f
07abd2efe9,08a49,අපි මුස්ලිම් කාන්තාවන් කිහිප දෙනකුගෙන්,f
07abf66fa8,af4ca,ඉතිරි දවස්කෙනෙක් එක්ක එකතු වුනාට කමක් නෑනෙ,f
07ac7f00eb,95997,එවැනි එක් අවස්ථාවකි,f
07acb2ea62,23c9f,හැබැයි එතකොටත්,m
07acbd3fe0,60906,එතෙක් කුලියක් ගෙවීමට,f
07ace126f4,271cb,බුදුරදුන්ගේ අනුමැතිය ගෙන කළ,m
07ad2ba171,d71b2,අන්න ඒ කෙනා,f
07ad59111b,3f57d,ඔයගොල්ලන්ගේ ජිවිත වලට,m
07ad6960b0,0eee9,මුන් දීපු ආයුද වලින් කියල,f
07ade543ed,bba51,සමස්ථ දකුණම කොන්දේසි විරහිතව සහයෝගය පළකරයි,m
07ae0b0740,43324,සිංදු තියෙනවා අඩුයි නේ,m
07ae84517e,252fd,ඒක නිසා අපි හැමතිස්සේම,f
07aeb0236f,6064f,කොල්ලෙක් එක්ක,f
07af6fd1ac,e0b70,අවුරුදු හත් අටසීයකට එහා රජ කාලය දක්වා ඉතිහාසයක් පවතී,f
07af8fe5cb,f3aed,නමුත් ඔක්කොටම කලින්,m
07affdb0a8,9a1ed,මෝටර් බයිසිකලයක ආවත්,f
07b07ccc61,92637,නිමැවුන එකක් නෙමේ,f
07b0ab127d,dc1f3,උදෙසා අල්ලකප්පයෙහි ස්ථූපයක් ද,m
07b114a85b,dc245,ඝාතනයකට වඩා යමක් මෙම ඝාතනය තුල ඇත,f
07b1445d06,74475,එනම් මසකට දෙවරක්,f
07b174c1da,dabc0,අනේ මගේ කට මොකටද ඉතින්,m
07b18e7cf1,3139c,තවත් කලක් ගත උනාට පස්සේ,f
07b2034df1,df38e,ඉතුරු වෙන්නේ උදවුවක් නැති එවුන්,f
07b3a63a83,a5886,සියල්ල සහසුද්දෙන් දැනගත්ත,m
07b47d4bb4,fb100,ලෝකෝත්තර විමුක්තිය සඳහාම,f
07b56417d9,e6e7b,එක් අරගලකරුවකු සඳහන් කළ දෙය,f
07b5a2a29b,357e6,සංශෝධනයට වැඩි කාලයක් ගතවෙනවා,f
07b62beef0,6b5e6,ඔස්ට්‍රලියාවෙ ලියාපදිංචි වෙලා නැතෙයි,m
07b6b7da56,2f415,ඉංග්‍රීසි බැරි නම් උඹ ගොඩේ කබ්බෙක්,f
07b6cba2b0,7f4b1,සිල් සමාදන් කරවලා යවනවා,f
07b763efff,40a63,ඒ නිර්මාණ තුළ දකින්න නැහැ,f
07b8295f75,89f4f,ඔය එකක් වත් නොවයි,f
07b8b67d23,af4ca,කොහේ හෝ සිංහල බෞද්ධ ජාන ගෑවී ඇති නිසාවෙනි,f
07b94c49c0,78366,කුසල ජනක කර්මය උපපීළක කර්මයෙන්,m
07b9962f3b,47746,අවබෝධයෙන්ම ශ්‍රද්ධාව පිහිටපු දවසට,f
07b9bc73e3,3fcd4,වල්ලපට්ටා ශාකයේ වැදගත්කම පිළිබඳ අවබෝධය,f
07ba00e3e5,30661,සූක්ෂම මිනිස් ඇසට නොපෙනෙන,f
07bab2dc69,58355,එහෙනම් ඉතින් තවත් රසබර කොටසක්,m
07bab5b063,53c73,චමින්ද මහත්තයා කියලා දෙනවා,m
07bab9dcd9,e0b70,දෙපාරක් දැම්ම නිසයි,f
07bad86f9b,d78dd,වෙන තැන්වලට ගෙනිහින් පිහිටුව,m
07bb037b6f,0eea5,තණ්හාවෙන් රාග ද්වේෂ මෝහයෙන් බැඳිලා ඉන්න නිසා,f
07bb7bf37c,37790,මගේ ඇඟිලි තුඩගට දැනේ,f
07bb8a26a1,f0098,අද ඒ කටයුත්ත මේ ලෙස,m
07bbde1af5,3a747,ගෙදර ඇතුළත,f
07bbe066c7,2a845,මෙහෙ එක ආගමකට,m
07bcea0b96,37790,ධනය ඉපයුවා මිස,f
07bd274062,3489d,පහළොවක් පමණ වන අතර,m
07bd5e0cb6,06105,ඔබගේ ගුරු හිමියන් දෙසන්නේ,f
07bd814921,f4f83,කළ ප්‍රාර්ථනාව ඉටුකර ගන්නට පුළුවන්කම ලැබුණා,f
07bdc18b74,34e38,සමාජ වටපිටාවකදීය,m
07be299568,0a2fe,ඔය ගොල්ලන්ට ඇත්තටම,m
07bf789f20,3fa09,ඉරිදා හවස පන්ති කරන්න කියන එක,m
07bf902d05,39cc4,සිවුපසයෙන් සහ අනෙකුත් අවශ්‍ය උපස්ථාන,f
07c09f76bd,655f4,සංවිධාන ආධාර කළ අතර,m
07c0c950cb,dd6f8,මේ මේ තැන් වලට දාන්නද කියලා,m
07c1b80307,0e86b,මේකත් මේ වගේමයි,f
07c2478d99,30661,ඇරිස්ටෝටල් ගේ න්‍යායේ ඇති ප්‍රශ්නය නම්,f
07c3609ee4,0e375,ඕක විතරක් හොද උනේ කොහොමද,m
07c3a1c699,ff39f,ලෝභය තුනී කරගන්න,f
07c502342c,a0028,මේ නපුරු සතුරා දුරු කිරීමට,m
07c5389bb8,5b471,අඩු ගානේ දෙපැත්තකට බෙදිලා,m
07c562e514,f200a,එදින උදෑසනට,m
07c5a99dce,da449,එයාට ඒ බුදුරජාණන් වහන්සේ ගැන,f
07c70cc575,fc853,අවස්ථාවාදීන්ගේ උගුල්වලට හසු වී,m
07c942cba3,f200a,හම්බ උනේ නෑලූ,m
07ca7cd7d0,4f3cd,ප්‍රමාද වූ රාජකාරි කටයුතු කිහිපයක්,m
07caf0d241,e6e7b,එය ප්‍රශ්නයට විසඳුම ලෙස,f
07cb36839f,2d52b,ඇත්ත අවබෝධ වුනා,f
07cb632998,290a8,ඒක වටේ,m
07cb7ca4a9,ed0c5,සමහරවිට නිවැරදි නොවේ,m
07cbe7192c,c1691,අද දක්වාත් අඛණ්ඩව පවත්වනු ලැබේ,m
07cc0fce72,0c839,වෙද හාමුදුරුවෝ අතීතය සිහි නංවති,m
07cc2b10fb,40e62,මාරයා අසරණ වෙනවා,f
07cc80f877,39cc4,ඒත් විසිදාහකට වගේ ගානකට,f
07cdcaa449,89f4f,එය හොඳට තේරුම්ගත යුතුයි,f
07cdf8cb69,8f885,මෙන්න මං ලියපු බුද්ධාගම පන්සල්වලට සහ පැවිදි අයට සම්බන්ධ කතන්දර,m
07ce4ae2bf,fea0e,එය පිහිටි ස්ථානයේ,m
07ceaaaaec,3bfb3,අතිමහත් සේවයක් සැලැසේ,f
07cf2677e6,3f57d,මට වැඩි විශ්වාසයක් නැහැ,m
07cf6ab3b2,3fa09,භික්ෂූන් වහන්සේ නමක් වාහනයට නගිනවිට,m
07cfa594aa,80862,අතට යන ඒ ඩොලර් පනහ,m
07cfb4491a,a3d94,නොහැකි වීම මත කරන ඇඞියාවකි,m
07d04e2e92,fe011,අවසන් වේවි,m
07d05606d9,97d0a,ඔය කියන බ්ලොගයේ,m
07d06edfbf,ed4c3,දේශපාලනයට අවතීර්ණ වූ කෙනෙක්,f
07d08e1ea7,d7784,දඹ වැනි දැව එහි තිබු බව,f
07d0c77c17,53c73,අකුසල් වැඩෙනවා,m
07d0dd89f5,e47dc,අප නැවතුණේ,m
07d167fc5c,5afae,අජිත් එක්ක ප්ලේ කරන අය ටැලන්ට් වෙන්න පුළුවන්,f
07d17ad605,0224d,හින්දු ආගම අකුරටම අදහන මෝඩි,m
07d1d72717,55c20,තේජෝ ධාතුව මුල් වෙලා,m
07d252bed5,c6f6b,අනුමාන වශයෙන් තවත් වසර,f
07d39d3e2d,b06d1,පෙන්වා දී තිබෙනවා,m
07d3be18ed,2bdfd,ඉතාමත් ඕනෑකමින් යුතුව ගතපච්චාගත වත සම්පූර්ණ කළා,m
07d3ea2205,c1691,බෞද්ධ දර්ශනය තුළ නිරන්තරයෙන් සඳහන් වෙයි,m
07d59c3173,6996c,එත් කොහොමටත් මේක,m
07d5d200d8,8af08,ප්‍රබල සාධකයක් වන බව යි,m
07d646d878,95423,තිර පරීක්ෂණයට පෙනී හිටියා,f
07d6676cee,3183b,බුදුරජාණන් වහන්සේගේ දේශනා,f
07d6cea8bc,7599b,දේශනා කොට රජුගේ ශෝකය දුරු කළා,m
07d6ea2301,1d339,ඇති කරගන්නටත් ඕනෑ,m
07d6eae2ed,c6f6b,එම පිළිතුර ලිපියේ සඳහන්ව තිබුණේ,f
07d7323537,3489d,තම දරුවන් දෙදෙනාටම නිසි අධ්‍යාපනයක්,m
07d7c3f874,e9148,ගිහියන්ට පවා කියවන්නට ලැබෙන්නේ,m
07d8c626da,b3777,මුල පුරා ඇත්තන්,m
07d957942f,346c1,අනිත් වචන එක්ක,f
07da2fc821,8f885,එකයිඑකයිවලින් දාපන්කෝ,m
07daacd389,8c9bc,මහත් උපකාරයක් වෙයි,f
07dab53742,2df96,මොනවා කළත්,f
07db4595d1,0b370,ඔයාලගෙ සීඩී වල උපසිරැස තියෙනව,m
07db8acb54,be2e9,බුදුරජාණන් වහන්සේගේ අවබෝධය ගැන,f
07db986a4c,be341,සමහර ආධුනික ගුවන් විදුලි ශිල්පීන් දායක වී ඇත,m
07dbda3dc9,d71b2,අර්ථ සිද්ධියක් සිදුකර ගැනීමට,f
07dbe57f72,f0098,අපිට මේවා ලියන්න,m
07dcf5316a,1ccf9,ඔව් නෑ බෑ තරඟය නම්,m
07dd390987,880bc,මගේ ඉදල් කර්මාන්තෙ ඉදල් තුන හතරකින් අවසන් උනා,m
07dd73b94f,295d7,ඒවා අඩුවෙන කොට බාධක එනකොට,m
07dd91c962,937dc,කර තිබේ,f
07dee20f7f,46a48,සංසාරයේ දිග්ගෑස්සීම නම් ඉතා හොදින් පෑහෑදිලි කෙරුවා,m
07df2329e4,9a1ed,අන්න ඒ ජාත්‍යන්තර අවශ්‍යතාව තමයි,f
07df455e22,225dc,ආරක්ෂා වී තිබේ,m
07dfe189bf,14f37,රූප හා ධර්මචක්‍ර මුද්‍රාවයි,f
07e04132e3,2d52b,දුරට ගෙනයන්න බැරිද,f
07e08354db,574a5,ඇවිදින්න දෙන්නේ,m
07e092ec19,a6493,අපි ඇයට දැන් තිබෙන තත්වය පහදලා දුන්න,f
07e0eb9d75,70278,භාවනානුයෝගී පුද්ගලයා විසින්,f
07e14afff3,05d76,මෙම පොදු සංකල්පය රඳා පවතින්නේ කුමක් මත ද,f
07e1a8efd5,b9679,දකුණේ රතිඤ්ඤා පත්තු කරයි,m
07e1c5ab95,ce989,අපි දෙන්නෙක් සහය පළ කළේ,m
07e2155782,f71ec,තල්ලු කරන්න ආයෙ ආයෙත්,f
07e235134d,59778,මේ යුධ මෙහෙයුම්,f
07e272556b,8c558,රතු පැහැයට එක්වේ,f
07e274988c,b9679,ඒ තමයි මරණ දඬුවම,m
07e2d55027,045af,ඒක විතරක් භාවිතා කරලා,f
07e2ee09b1,357e6,උඹ කියන ජාතියෙ එවුන් බලනව,f
07e3932ce8,fe361,සමකල හැකි සුගන්ධයක්,m
07e3bbeeba,0a2fe,මොකක්ද චිත්තානුපස්සනා භාවනාව කියන්නේ,m
07e3e21c5e,60ae5,ඔබ කියන කරන කටයුතුවලින්,m
07e3e2970d,41a77,අද සමාජයේ ප්‍රකටව පවතින,f
07e42455d9,2fff2,අපි දැන් කනවා විතර ම යි,f
07e447644d,8957e,යම් දුකක් විඳිනවාද,m
07e4a561b2,1b014,මේක එකපාර කියන්න පුළුවන් දෙයක් නෙවෙයි,m
07e4c0572a,8b8a4,ඇයි නිශාන්තය කියන්න බැරි,m
07e54f744b,23329,එසේ නොවේ යැයි කීමට,f
07e60ba844,eae99,අමුතුම විදිහේ ෆිල්ම් එකක්,m
07e638beff,206b6,බලන්න මේ පොත,f
07e66acd7a,88c80,මගේ තනිකඩ ජීවිතේ දේශපාලනයට හයියක්,m
07e71662f4,2e076,දත් මදින්න දැන් සෙල්ලම් කළා ඇති,f
07e735390b,30026,කතන්දරයක් ගෙතුවට මක්ක වෙනවද රත්තරනේ,f
07e7cb5785,2e893,කෙලින්ම ළඟා වීමට නොහැකි ය,m
07e7d0089e,bafa0,එනිසාම බොහෝ දෙනෙක්,f
07e7e9000c,8957e,ඒ සෙත් කවියෙන් සෙතක් නොලැබේ,m
07e8da348c,290a8,ඇරිස්ටෝටල් ගේ මේ න්‍යාය,m
07e8e2c1e3,72f9d,දෙදෙනාම,m
07e965c483,cb1fe,මෙලෙස ලෝවැඩ පිණිස හේතු වන,f
07e97c75e7,40e62,අනිත් එක,f
07e9b0dc48,4b127,ඒවයෙ පලවෙන කිසිම දෙයක්,m
07e9b26f1b,dc5ef,වෙලාවකුත් නැති තරම්,f
07ea35c7ca,476be,භාරතයේ හිල්සා ස්තූපයෙන් ලද නිර්මල,f
07ea489a61,646e1,ගණනය කිරීම මගින් දක්නට ලැබෙන ප්‍රශ්නය,f
07ea6e105c,2b212,සිංදුව හැදෙන කොට තියෙන වෙනස,f
07eb1ec6cd,ab81c,එය හරි ක්‍රමයකට,f
07eb25d7b9,e1e01,සියලු කටයුතු සූදානම් කොට තිබේ,f
07eb53504c,bafa0,මේ සුවඳ හැදෙන්නේ,f
07eb5c73f5,96564,දැඩි අසාධාරණයක් සිදුකර ඇති බව,m
07eba40d79,be843,ඇගේ පියා පැවසුවේ ඇය කෙතරම් අධ්‍යාපනයෙන් ඉහළට ගියද,m
07ebd2a7d7,f71ec,මෙම ක්‍රමයට අනුව,f
07eca7cd65,95423,හැකි වනු ඇත,f
07ecb73cb3,a6a62,ඇමෙරිකා එක්සත් ජනපදය සතු සාක්ෂි,m
07ecfe31a8,b06d1,එල්ටීටීඊ ක්‍රියාත්මක කළේය,m
07ed6ee119,361fc,ඔය ගුණවලට අයිතියි රහතන් වහන්සේලා,m
07eda4e5fa,59778,අයියා උපසිරැසි දැම්මා කියන්නෙ,f
07eddefa3a,44e28,ගිහි කෙනක් වෙලා,f
07ee4d8a20,f40d9,එහෙම ඉල්ලගත්තම,m
07ef0de59a,3d705,අම්බලමක් ය කියන්නේ පුරාණ ලංකාවේ පැවති,m
07ef44fc0a,21138,එම දරුවා තේරුම් ගත් ආකාරයයි,m
07ef5cbebc,72337,බුදුහාමුදුරුවෝ දේශනා කරළා තියෙනවා,m
07ef633e51,9094b,එතකොට අර ලෝකෙ දිගම රැවුලා ඉන්නේ,f
07f01a3fc1,cc837,මෙහි සම්පත් ලැබුනායි කියන්නේ,f
07f053097e,f3204,එනමුත් ලබා දුන්,f
07f0da8946,ee9b8,අපි ඔට්ටුවට ගල් ගහපු මල්,m
07f179fcdc,89830,ජනාධිපතිතුමාට දන්වා සිටිති,f
07f273645f,c8454,යුද්ධ කාලයේ දී මොරවක දෙනියාය ආදී ඈත පළාත්වලට ගිහින්,f
07f2f07e62,e1e01,ඒත් සමහර අදහස් නං,f
07f4a33c67,c28da,ධ්‍යාන වඩා සෙසු භාවනා කමටහන් ප්‍රගුණ කිරීමටත්,m
07f4cda41a,a973b,සකසා දී ඇත,m
07f5bb168b,c1691,එකේ තමයි,m
07f5fe7756,8eb5c,කුමන වෛද්‍ය උපකරණයකින්ද සොයාගත්තේ,m
07f6553ff9,92649,නොයෙක් නොයෙක් උත්සාහයන් අසාර්ථක වී ඇත,f
07f673e495,ac562,අතැති මුදලට වටිනා භාණ්ඩය ලබාගත හැකිය,m
07f6d33803,88a58,ඊට මත්තෙන් ඇය,f
07f7a9477a,6996c,ඔහුගේ නීතිරීති වලින් අපි පීඩා වින්දෙමු,m
07f7c4b5fc,8af08,පහසුවෙන් ගැලවිය හැකි උණ ගොබයේත්,m
07f7e39bba,3f57d,අනෙක් කරුණ තමයි වේදිකාව අවදානම්,m
07f8519d64,9094b,එයිනුත් පසුව ඒ තනිකම නැතිවෙන්න,f
07f852d63f,0c839,එහෙම මහා ලොකු දර්ශන තිබුණේ නෑ,m
07f8c8d8a4,a3fac,සෑදු කම්හලේ දී වීම විශේෂත්වයකි,f
07f9406186,d4430,තම කෙස්කලඹ කඩුවෙන් කපා,m
07f94527c3,fda64,එක් එක් පවෙන් වෙන පව් ප්‍රමාණය සැසඳීම,m
07f9e5fd37,ee9b8,මාධ්‍ය අල්ලා ගත් විට වසා දැමිය හැකි යැයි,m
07f9f2b57e,199c3,මුල් යුගයේදී පුස්කොළ පොත් වල,f
07fac07435,8af08,ගැටකපන්නන් හිටියා,m
07fb3c537e,0b586,එහෙත් ඔහු පියවරෙන් පියවර,f
07fb5aea77,74475,සිය ජයග්‍රහණය,f
07fb5e7aeb,0a2fe,දකුණු කොරියාවේ සෝල් අගනුවර,m
07fbe51a68,0bd84,පළවෙනි සින්දුව මං අහන්න කැමතිම,m
07fc2369b8,e9dcb,ඒහෙම බේරිලා ඉන්න අයව,m
07fc25ae54,60906,අද දකුණට යන්නේ අධිවේගී මාර්ගයේ,f
07fc2d81a9,21138,පුද්ගලයා උත්සාහවන්ත වන්නේ නම්,m
07fcc05706,c04d5,එළඹුණ සේක,f
07fd8e280a,97d0a,ඔන්න මම උපසිරසක් අරන් ආවා,m
07fe5cfe61,fb100,වෙන කිකිළියන් නැතුව,f
07feb1bf3c,02578,එහෙත් එවැනි දෙයක යෙදීමට පෙර,f
07ff4c601f,0e1e0,ඔය මිරිස් තුනපහ දානකොට,f
07ff6fdc31,d1c44,එනිසා පිරිමි සතුන් නඩත්තුව,f
07ff7ea7e6,e0b70,කථා කිරීම සල්ලපති,f
07ff82ee49,72337,තමන්ගේ අනාගතය සාක්ෂාත් කර ගැනීමට,m
07ff88ea05,1913e,තම විෂය ධාරාව තුළ,f
07ffba43e9,77895,ඔබේ බුද්ධිය ගැන,m
07ffd2bc18,357e6,එය ලොව වේගවත්ම මගී,f
08003abf94,5dec9,මඟ නො යා යුතු ය,m
08008a3f16,a6493,මට මතක් වුනේ,f
08008dea41,6e92f,ජීවින් ප්‍රමාණය ඔබ දන්නවාද,f
080110712d,64af4,ඔය පැත්තේ,m
080233560c,9e6d1,වෛද්‍ය ඒකකයක් අලුතින් ආරම්භ කිරීම,m
080301d937,023c3,ඔරොත්තු දෙන කෙසෙල් ටික වඳ කරනවා,f
0803467025,54c3a,දැන් පොලිසියට නැත,f
08039b8a72,9a1ed,ආරංචිය ආවෙ,f
08043d978e,6fa50,රංගන ශිල්පිනියක් විදිහට,f
08043e0b4d,40e62,ඉතින් මේ දෙය ඔබට,f
0804474a23,4b1be,ගැටකපන්නන් ඉන්නවා,f
080554d046,3d532,අමු අමුවට,f
0805ca7d84,0e375,කතන්දරකාරයාව සම්බන්ධ කරගන්න,m
08062e1550,4801b,යන්න දන්නෙ නැති නිසා,f
08067c4998,b8a97,අනතුරුව සිංහාසනයේ වාඩිවී සිටි රජු,f
0806827433,a7c07,වෙල්කම් බැක්,m
080699581d,0bd84,අදට ද අපට පාළි භාෂාවෙන් හදාරන්නට ලැබෙන,m
0806c19171,7ab05,කොටස් තුනද සම්පූර්ණ විය යුතුව ඇත,f
0806cdfe3a,a7c07,හඳුනිගේ චරිතයට තෝරාගත්තා,m
0806f5717f,60906,තෑන්ක්ස් සබ් එකට,f
08070bd459,271cb,ඝාතනයට ලක් වූ බව,m
0807430d90,c1715,පුද පූජා වලට ඇත්තේ,m
08079f5ec4,0e1e0,විනය නීති කීප වතාවක් ම වෙනස් කර තිබේ,f
080810d85f,be485,කුඩා යානයක නංවා අභ්‍යාවකාශයට යවනවා,f
080974f96d,781ce,දඹදෙණි කථිකාවත සැකසු දිඹුලාගල මේධංකර නා හිමියෝද,f
08098c837f,02f82,මේ පැවිදි කිරීමේ උත්සව දෙකේ දී,m
0809f69e70,e0b70,විශාල පරිමාණයේ සංවර්ධන ක්‍රියාවලීන්,f
080ae261c7,88c80,බුදුන් වහන්සේගේ රූපය,m
080b1767ba,cf7b2,ඇතිවී නැතිවී යන බැවින්ද වෙනස් වන බැවින්ද අනිත්‍ය වේ,f
080b2676d6,c04d5,උනන්දුවක් දක්වන ඹ්නෑම අයකු,f
080b4a19fe,2f415,මේනකාගේ ගත වෙව්ලන්නට වූයේ,f
080bfba473,d23af,එපා කියන්නේ කොමද,m
080d0bd445,60ae5,එතුමා මට උපදෙස් දුන්නා,m
080d0ce7fb,9f1f5,බළංගොඩ මානවයාට වඩා පැරැණි ඇත්තන්,m
080d139d57,a9c56,හැබැයි හුදෙක් වාරණයට මුවාවෙන්,f
080d66963b,df38e,මෙහි තිබෙන බව,f
080d79ef12,1575e,වක්‍රෝත්තිය කියන එක,f
080d7d3534,15cf5,ලිහා දැමීම ඉතා අසීරු ය,f
080db176db,c8454,අධ්‍යාපනයේ සම අයිතිය නැමැති මානවවාදී දේශපාලන මූළමර්මය,f
080e2ef09d,ed3e5,මගේ පුතා හැම විටම මට කියලා තිබුණා,m
080ee293a5,6064f,කෙනෙක් විය හැක,f
080f162659,7b332,මුදල් වංචාවක් සම්බන්ධ සිද්ධියකට බවද පැවසේ,m
080fc7ccad,6e111,අවශ්‍ය සීයට විසිපහ වෙන් කරල,m
080fcf042c,3062b,කිසිවකු උපන්නේ නම්,m
08106e2c52,76999,හේතු නිසයි මේ පංච නීවරණ ඇතිවෙන්නෙ,m
0810735f40,59778,ඊට ඇති පිළිතුර සුබදායී නොවන බැව් අපි දනිමු,f
08113b6867,e8ec1,පිරිත් පැන් මෙබඳු බලපෑමක් කිරීමට හේතු,m
